year,movie_name,finance,dollars
1999,10 Things I Hate About You,budget,13000000
1999,10 Things I Hate About You,domgross,38177966
1999,10 Things I Hate About You,intgross,60414025
1999,8MM,budget,40000000
1999,8MM,domgross,36443442
1999,8MM,intgross,96398826
1999,American Beauty,budget,15000000
1999,American Beauty,domgross,130058047
1999,American Beauty,intgross,356258047
1999,American Pie,budget,12000000
1999,American Pie,domgross,101800948
1999,American Pie,intgross,234723148
1999,Analyze This,budget,30000000
1999,Analyze This,domgross,106885658
1999,Analyze This,intgross,176885658
1999,Anna and the King,budget,75000000
1999,Anna and the King,domgross,39251128
1999,Anna and the King,intgross,39251128
1999,Anywhere But Here,budget,23000000
1999,Anywhere But Here,domgross,18653615
1999,Anywhere But Here,intgross,18653615
1999,Austin Powers: The Spy Who Shagged Me,budget,35000000
1999,Austin Powers: The Spy Who Shagged Me,domgross,206040085
1999,Austin Powers: The Spy Who Shagged Me,intgross,310332636
1999,Being John Malkovich,budget,13000000
1999,Being John Malkovich,domgross,22858926
1999,Being John Malkovich,intgross,32382381
1999,Black and White,budget,10000000
1999,Black and White,domgross,5241315
1999,Black and White,intgross,5241315
1999,Blue Streak,budget,36000000
1999,Blue Streak,domgross,68208190
1999,Blue Streak,intgross,117448157
1999,Boys Don&#39;t Cry,budget,2000000
1999,Boys Don&#39;t Cry,domgross,11540607
1999,Boys Don&#39;t Cry,intgross,20741000
1999,But I&#39;m a Cheerleader,budget,1200000
1999,But I&#39;m a Cheerleader,domgross,2205627
1999,But I&#39;m a Cheerleader,intgross,2629191
1999,Carrie 2: The Rage,budget,21000000
1999,Carrie 2: The Rage,domgross,17760244
1999,Carrie 2: The Rage,intgross,17760244
1999,Cruel Intentions,budget,11000000
1999,Cruel Intentions,domgross,38230075
1999,Cruel Intentions,intgross,75803716
1999,Dick,budget,13000000
1999,Dick,domgross,6276869
1999,Dick,intgross,6276869
1999,Dogma,budget,10000000
1999,Dogma,domgross,30651422
1999,Dogma,intgross,43948865
1999,Drop Dead Gorgeous,budget,10000000
1999,Drop Dead Gorgeous,domgross,10571408
1999,Drop Dead Gorgeous,intgross,10571408
1999,Election,budget,8500000
1999,Election,domgross,14943582
1999,Election,intgross,17202854
1999,Eyes Wide Shut,budget,65000000
1999,Eyes Wide Shut,domgross,55691208
1999,Eyes Wide Shut,intgross,86257553
1999,Fight Club,budget,65000000
1999,Fight Club,domgross,37030102
1999,Fight Club,intgross,100853753
1999,Flawless,budget,27000000
1999,Flawless,domgross,4485485
1999,Flawless,intgross,4485485
1999,For Love of the Game,budget,50000000
1999,For Love of the Game,domgross,35188640
1999,For Love of the Game,intgross,46112640
1999,Galaxy Quest,budget,45000000
1999,Galaxy Quest,domgross,71423726
1999,Galaxy Quest,intgross,90523726
1999,"Girl, Interrupted",budget,24000000
1999,"Girl, Interrupted",domgross,28871190
1999,"Girl, Interrupted",intgross,28871190
1999,Go!,budget,6500000
1999,Go!,domgross,16875273
1999,Go!,intgross,28383441
1999,Jawbreaker,budget,3000000
1999,Jawbreaker,domgross,3076820
1999,Jawbreaker,intgross,3076820
1999,Magnolia,budget,37000000
1999,Magnolia,domgross,22450975
1999,Magnolia,intgross,48446802
1999,Muppets From Space,budget,24000000
1999,Muppets From Space,domgross,16304786
1999,Muppets From Space,intgross,16304786
1999,Mystery Men,budget,68000000
1999,Mystery Men,domgross,29762011
1999,Mystery Men,intgross,33462011
1999,Notting Hill,budget,42000000
1999,Notting Hill,domgross,116089678
1999,Notting Hill,intgross,363728226
1999,Office Space,budget,10000000
1999,Office Space,domgross,10827813
1999,Office Space,intgross,12827813
1999,Payback,budget,50000000
1999,Payback,domgross,81526121
1999,Payback,intgross,161626121
1999,Pocket Monsters: Mewtwo Strikes Back!,budget,30000000
1999,Pocket Monsters: Mewtwo Strikes Back!,domgross,85744662
1999,Pocket Monsters: Mewtwo Strikes Back!,intgross,163644662
1999,Ravenous,budget,12000000
1999,Ravenous,domgross,2062406
1999,Ravenous,intgross,2062406
1999,Sleepy Hollow,budget,70000000
1999,Sleepy Hollow,domgross,101068340
1999,Sleepy Hollow,intgross,207068340
1999,South Park: Bigger Longer &amp; Uncut,budget,21000000
1999,South Park: Bigger Longer &amp; Uncut,domgross,52037603
1999,South Park: Bigger Longer &amp; Uncut,intgross,52037603
1999,Star Wars: Episode I - The Phantom Menace,budget,115000000
1999,Star Wars: Episode I - The Phantom Menace,domgross,474544677
1999,Star Wars: Episode I - The Phantom Menace,intgross,1007044677
1999,Stuart Little,budget,105000000
1999,Stuart Little,domgross,140015224
1999,Stuart Little,intgross,298800000
1999,Tarzan,budget,145000000
1999,Tarzan,domgross,171091819
1999,Tarzan,intgross,448191819
1999,The 13th Warrior,budget,125000000
1999,The 13th Warrior,domgross,32698899
1999,The 13th Warrior,intgross,61698899
1999,The Blair Witch Project,budget,600000
1999,The Blair Witch Project,domgross,140539099
1999,The Blair Witch Project,intgross,248300000
1999,The Boondock Saints,budget,7000000
1999,The Boondock Saints,domgross,30471
1999,The Boondock Saints,intgross,411874
1999,The Green Mile,budget,60000000
1999,The Green Mile,domgross,136801374
1999,The Green Mile,intgross,290701374
1999,The Haunting,budget,80000000
1999,The Haunting,domgross,91188905
1999,The Haunting,intgross,180188905
1999,The Iron Giant,budget,50000000
1999,The Iron Giant,domgross,23159305
1999,The Iron Giant,intgross,31333917
1999,The Matrix,budget,65000000
1999,The Matrix,domgross,171479930
1999,The Matrix,intgross,460279930
1999,The Mummy,budget,80000000
1999,The Mummy,domgross,155385488
1999,The Mummy,intgross,416385488
1999,The Sixth Sense,budget,40000000
1999,The Sixth Sense,domgross,293506292
1999,The Sixth Sense,intgross,672806292
1999,The Talented Mr. Ripley,budget,40000000
1999,The Talented Mr. Ripley,domgross,81292135
1999,The Talented Mr. Ripley,intgross,128792135
1999,Three to Tango,budget,20000000
1999,Three to Tango,domgross,10570375
1999,Three to Tango,intgross,10570375
1999,Topsy-Turvy,budget,20000000
1999,Topsy-Turvy,domgross,6201757
1999,Topsy-Turvy,intgross,6201757
1999,Toy Story 2,budget,90000000
1999,Toy Story 2,domgross,245852179
1999,Toy Story 2,intgross,511358276
1999,Virus,budget,75000000
1999,Virus,domgross,14010690
1999,Virus,intgross,30626690
1999,Wild Wild West,budget,175000000
1999,Wild Wild West,domgross,113805681
1999,Wild Wild West,intgross,221229335
1999,Wing Commander,budget,30000000
1999,Wing Commander,domgross,11578022
1999,Wing Commander,intgross,11578022
2000,28 Days,budget,43000000
2000,28 Days,domgross,37035515
2000,28 Days,intgross,62063972
2000,Almost Famous,budget,60000000
2000,Almost Famous,domgross,32522352
2000,Almost Famous,intgross,47371191
2000,American Psycho,budget,8000000
2000,American Psycho,domgross,15070285
2000,American Psycho,intgross,28674417
2000,Beautiful Creatures,budget,50000000
2000,Beautiful Creatures,domgross,19452138
2000,Beautiful Creatures,intgross,55940671
2000,Best in Show,budget,6000000
2000,Best in Show,domgross,18621249
2000,Best in Show,intgross,20695413
2000,Billy Elliot,budget,5000000
2000,Billy Elliot,domgross,21995263
2000,Billy Elliot,intgross,109280263
2000,Boiler Room,budget,9000000
2000,Boiler Room,domgross,16963963
2000,Boiler Room,intgross,28773637
2000,Bring It On,budget,10000000
2000,Bring It On,domgross,68353550
2000,Bring It On,intgross,90453550
2000,Cast Away,budget,85000000
2000,Cast Away,domgross,233632142
2000,Cast Away,intgross,427230516
2000,Cecil B. Demented,budget,10000000
2000,Cecil B. Demented,domgross,1276984
2000,Cecil B. Demented,intgross,1953882
2000,Center Stage,budget,18000000
2000,Center Stage,domgross,17200925
2000,Center Stage,intgross,17200925
2000,Charlie&#39;s Angels,budget,90000000
2000,Charlie&#39;s Angels,domgross,125305545
2000,Charlie&#39;s Angels,intgross,259736090
2000,Chicken Run,budget,42000000
2000,Chicken Run,domgross,106793915
2000,Chicken Run,intgross,227793915
2000,Chocolat,budget,25000000
2000,Chocolat,domgross,71309760
2000,Chocolat,intgross,152500343
2000,Coyote Ugly,budget,45000000
2000,Coyote Ugly,domgross,60786269
2000,Coyote Ugly,intgross,115786269
2000,Dancer in the Dark,budget,12500000
2000,Dancer in the Dark,domgross,4157491
2000,Dancer in the Dark,intgross,45557491
2000,"Dude, Where&#39;s My Car",budget,14000000
2000,"Dude, Where&#39;s My Car",domgross,46729374
2000,"Dude, Where&#39;s My Car",intgross,73180297
2000,Dune,budget,45000000
2000,Dune,domgross,27447471
2000,Dune,intgross,27447471
2000,Erin Brockovich,budget,50000000
2000,Erin Brockovich,domgross,125548685
2000,Erin Brockovich,intgross,257805243
2000,Final Destination,budget,23000000
2000,Final Destination,domgross,53302314
2000,Final Destination,intgross,112036870
2000,Gladiator,budget,103000000
2000,Gladiator,domgross,187683805
2000,Gladiator,intgross,457683805
2000,Gone in Sixty Seconds,budget,103300000
2000,Gone in Sixty Seconds,domgross,101643008
2000,Gone in Sixty Seconds,intgross,232643008
2000,High Fidelity,budget,20000000
2000,High Fidelity,domgross,27277055
2000,High Fidelity,intgross,47881663
2000,Hollow Man,budget,90000000
2000,Hollow Man,domgross,73209340
2000,Hollow Man,intgross,191200000
2000,Little Nicky,budget,80000000
2000,Little Nicky,domgross,39442871
2000,Little Nicky,intgross,58270391
2000,Love &amp; Basketball,budget,15000000
2000,Love &amp; Basketball,domgross,27441122
2000,Love &amp; Basketball,intgross,27709625
2000,Meet the Parents,budget,55000000
2000,Meet the Parents,domgross,166225040
2000,Meet the Parents,intgross,304599899
2000,Memento,budget,5000000
2000,Memento,domgross,25544867
2000,Memento,intgross,39723096
2000,Miss Congeniality,budget,45000000
2000,Miss Congeniality,domgross,106807667
2000,Miss Congeniality,intgross,213420951
2000,Mission to Mars,budget,90000000
2000,Mission to Mars,domgross,60874615
2000,Mission to Mars,intgross,106000000
2000,"O Brother, Where Art Thou?",budget,26000000
2000,"O Brother, Where Art Thou?",domgross,45506619
2000,"O Brother, Where Art Thou?",intgross,75763814
2000,Pitch Black,budget,23000000
2000,Pitch Black,domgross,39235088
2000,Pitch Black,intgross,53182088
2000,Pokemon: The Movie 2000,budget,30000000
2000,Pokemon: The Movie 2000,domgross,43746923
2000,Pokemon: The Movie 2000,intgross,133946923
2000,Red Planet,budget,80000000
2000,Red Planet,domgross,17480890
2000,Red Planet,intgross,33463969
2000,Remember the Titans,budget,30000000
2000,Remember the Titans,domgross,115654751
2000,Remember the Titans,intgross,136706683
2000,Requiem for a Dream,budget,4500000
2000,Requiem for a Dream,domgross,3635482
2000,Requiem for a Dream,intgross,7390108
2000,Return to Me,budget,24000000
2000,Return to Me,domgross,32662299
2000,Return to Me,intgross,32662299
2000,Romeo Must Die,budget,25000000
2000,Romeo Must Die,domgross,55973336
2000,Romeo Must Die,intgross,91036760
2000,Rugrats in Paris:,budget,30000000
2000,Rugrats in Paris:,domgross,76501438
2000,Rugrats in Paris:,intgross,103284813
2000,Saving Grace,budget,4000000
2000,Saving Grace,domgross,12178602
2000,Saving Grace,intgross,27786849
2000,Scream 3,budget,40000000
2000,Scream 3,domgross,89138076
2000,Scream 3,intgross,161838076
2000,Sexy Beast,budget,4300000
2000,Sexy Beast,domgross,6946056
2000,Sexy Beast,intgross,10154577
2000,Shanghai Noon,budget,55000000
2000,Shanghai Noon,domgross,56932305
2000,Shanghai Noon,intgross,71189835
2000,Snatch.,budget,10000000
2000,Snatch.,domgross,30093107
2000,Snatch.,intgross,83593107
2000,Songcatcher,budget,1800000
2000,Songcatcher,domgross,3050934
2000,Songcatcher,intgross,3050934
2000,The Beach,budget,50000000
2000,The Beach,domgross,39778599
2000,The Beach,intgross,39778599
2000,The Cell,budget,35000000
2000,The Cell,domgross,61280963
2000,The Cell,intgross,85911226
2000,The Emperor&#39;s New Groove,budget,100000000
2000,The Emperor&#39;s New Groove,domgross,89296573
2000,The Emperor&#39;s New Groove,intgross,169296573
2000,The Gift,budget,10000000
2000,The Gift,domgross,12008642
2000,The Gift,intgross,44567606
2000,The Patriot,budget,110000000
2000,The Patriot,domgross,113330342
2000,The Patriot,intgross,215300000
2000,The Road to El Dorado,budget,95000000
2000,The Road to El Dorado,domgross,50802661
2000,The Road to El Dorado,intgross,65700000
2000,The Way of the Gun,budget,9000000
2000,The Way of the Gun,domgross,6047856
2000,The Way of the Gun,intgross,13061935
2000,The Whole Nine Yards,budget,24000000
2000,The Whole Nine Yards,domgross,57262492
2000,The Whole Nine Yards,intgross,85527867
2000,Thirteen days,budget,80000000
2000,Thirteen days,domgross,34566746
2000,Thirteen days,intgross,66554547
2000,Titan A.E.,budget,75000000
2000,Titan A.E.,domgross,22751979
2000,Titan A.E.,intgross,36751979
2000,Unbreakable,budget,73243106
2000,Unbreakable,domgross,94999143
2000,Unbreakable,intgross,248099143
2000,Urbania,budget,225000
2000,Urbania,domgross,1032075
2000,Urbania,intgross,1032075
2000,Vertical Limit,budget,75000000
2000,Vertical Limit,domgross,68473360
2000,Vertical Limit,intgross,213500000
2000,What Lies Beneath,budget,90000000
2000,What Lies Beneath,domgross,155464351
2000,What Lies Beneath,intgross,288693989
2000,What Women Want,budget,65000000
2000,What Women Want,domgross,182805123
2000,What Women Want,intgross,372100000
2000,Where the Heart Is,budget,15000000
2000,Where the Heart Is,domgross,33771174
2000,Where the Heart Is,intgross,40862054
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",budget,15000000
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",domgross,128067808
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",intgross,213200000
2000,X-Men,budget,75000000
2000,X-Men,domgross,157299717
2000,X-Men,intgross,296339717
2001,A Beautiful Mind,budget,78000000
2001,A Beautiful Mind,domgross,170708996
2001,A Beautiful Mind,intgross,317668058
2001,A Knight&#39;s Tale,budget,41000000
2001,A Knight&#39;s Tale,domgross,56083966
2001,A Knight&#39;s Tale,intgross,100622586
2001,Along Came A Spider,budget,28000000
2001,Along Came A Spider,domgross,74058698
2001,Along Came A Spider,intgross,105159085
2001,American Outlaws,budget,35000000
2001,American Outlaws,domgross,13264986
2001,American Outlaws,intgross,13264986
2001,Antitrust,budget,30000000
2001,Antitrust,domgross,10965209
2001,Antitrust,intgross,17865209
2001,Artificial Intelligence: AI,budget,90000000
2001,Artificial Intelligence: AI,domgross,78616689
2001,Artificial Intelligence: AI,intgross,235900000
2001,Atlantis: The Lost Empire,budget,90000000
2001,Atlantis: The Lost Empire,domgross,84052762
2001,Atlantis: The Lost Empire,intgross,186049020
2001,Black Hawk Down,budget,95000000
2001,Black Hawk Down,domgross,108638745
2001,Black Hawk Down,intgross,159691085
2001,Blow,budget,30000000
2001,Blow,domgross,52990775
2001,Blow,intgross,83282296
2001,Bridget Jones&#39;s Diary,budget,25000000
2001,Bridget Jones&#39;s Diary,domgross,71500556
2001,Bridget Jones&#39;s Diary,intgross,281527158
2001,Don&#39;t Say A Word,budget,50000000
2001,Don&#39;t Say A Word,domgross,54997476
2001,Don&#39;t Say A Word,intgross,104488383
2001,Donnie Darko,budget,4500000
2001,Donnie Darko,domgross,1270522
2001,Donnie Darko,intgross,7696529
2001,Dr. Dolittle 2,budget,72000000
2001,Dr. Dolittle 2,domgross,112950721
2001,Dr. Dolittle 2,intgross,176101721
2001,Evolution,budget,80000000
2001,Evolution,domgross,38311134
2001,Evolution,intgross,98341932
2001,From Hell,budget,35000000
2001,From Hell,domgross,31598308
2001,From Hell,intgross,68712365
2001,Ghost World,budget,5500000
2001,Ghost World,domgross,6217849
2001,Ghost World,intgross,8761608
2001,Gosford Park,budget,18000000
2001,Gosford Park,domgross,41300105
2001,Gosford Park,intgross,41300105
2001,Hannibal,budget,87000000
2001,Hannibal,domgross,165092266
2001,Hannibal,intgross,350100280
2001,Harry Potter and the Sorcerer&#39;s Stone,budget,125000000
2001,Harry Potter and the Sorcerer&#39;s Stone,domgross,317575550
2001,Harry Potter and the Sorcerer&#39;s Stone,intgross,974755371
2001,Hedwig and the Angry Inch,budget,6000000
2001,Hedwig and the Angry Inch,domgross,3067312
2001,Hedwig and the Angry Inch,intgross,3643900
2001,High Heels and Low Lifes,budget,10000000
2001,High Heels and Low Lifes,domgross,226792
2001,High Heels and Low Lifes,intgross,226792
2001,Impostor,budget,40000000
2001,Impostor,domgross,6114237
2001,Impostor,intgross,6114237
2001,Jason X,budget,14000000
2001,Jason X,domgross,13121555
2001,Jason X,intgross,16951798
2001,Jay and Silent Bob Strike Back,budget,22000000
2001,Jay and Silent Bob Strike Back,domgross,30059386
2001,Jay and Silent Bob Strike Back,intgross,33762400
2001,Jeepers Creepers,budget,10000000
2001,Jeepers Creepers,domgross,37904175
2001,Jeepers Creepers,intgross,58939035
2001,Josie and the Pussycats,budget,22000000
2001,Josie and the Pussycats,domgross,14252830
2001,Josie and the Pussycats,intgross,14252830
2001,Kate &amp; Leopold,budget,48000000
2001,Kate &amp; Leopold,domgross,47095453
2001,Kate &amp; Leopold,intgross,70937778
2001,Kiss of the Dragon,budget,25000000
2001,Kiss of the Dragon,domgross,36833473
2001,Kiss of the Dragon,intgross,36833473
2001,Kissing Jessica Stein,budget,1500000
2001,Kissing Jessica Stein,domgross,7025722
2001,Kissing Jessica Stein,intgross,8831884
2001,L.I.E.,budget,700000
2001,L.I.E.,domgross,1140965
2001,L.I.E.,intgross,1140965
2001,Lara Croft: Tomb Raider,budget,94000000
2001,Lara Croft: Tomb Raider,domgross,131144183
2001,Lara Croft: Tomb Raider,intgross,274644183
2001,Legally Blonde,budget,18000000
2001,Legally Blonde,domgross,96493426
2001,Legally Blonde,intgross,141809235
2001,Lovely and Amazing,budget,250000
2001,Lovely and Amazing,domgross,4210379
2001,Lovely and Amazing,intgross,4695781
2001,Monkeybone,budget,75000000
2001,Monkeybone,domgross,5409517
2001,Monkeybone,intgross,5409517
2001,Monsoon Wedding,budget,1200000
2001,Monsoon Wedding,domgross,13876974
2001,Monsoon Wedding,intgross,27025600
2001,"Monsters, Inc.",budget,115000000
2001,"Monsters, Inc.",domgross,289423425
2001,"Monsters, Inc.",intgross,559757719
2001,Moulin Rouge!,budget,53000000
2001,Moulin Rouge!,domgross,57386369
2001,Moulin Rouge!,intgross,179213196
2001,Mulholland Dr.,budget,15000000
2001,Mulholland Dr.,domgross,7219578
2001,Mulholland Dr.,intgross,11919578
2001,Nowhere in Africa,budget,6500000
2001,Nowhere in Africa,domgross,6173485
2001,Nowhere in Africa,intgross,6173485
2001,Ocean&#39;s Eleven,budget,85000000
2001,Ocean&#39;s Eleven,domgross,183417150
2001,Ocean&#39;s Eleven,intgross,450728529
2001,Osmosis Jones,budget,70000000
2001,Osmosis Jones,domgross,13596911
2001,Osmosis Jones,intgross,13596911
2001,Pearl Harbor,budget,151500000
2001,Pearl Harbor,domgross,198539855
2001,Pearl Harbor,intgross,449239855
2001,Save the Last Dance,budget,13000000
2001,Save the Last Dance,domgross,91038276
2001,Save the Last Dance,intgross,131638276
2001,Shallow Hal,budget,40000000
2001,Shallow Hal,domgross,70836296
2001,Shallow Hal,intgross,70836296
2001,Shaolin Soccer,budget,10000000
2001,Shaolin Soccer,domgross,488872
2001,Shaolin Soccer,intgross,42776032
2001,Shrek,budget,50000000
2001,Shrek,domgross,267655011
2001,Shrek,intgross,491812794
2001,Someone Like You...,budget,23000000
2001,Someone Like You...,domgross,27338033
2001,Someone Like You...,intgross,38684906
2001,Spy Kids,budget,35000000
2001,Spy Kids,domgross,112692062
2001,Spy Kids,intgross,197692062
2001,Super Troopers,budget,3000000
2001,Super Troopers,domgross,18492362
2001,Super Troopers,intgross,23046142
2001,The Fast and the Furious,budget,38000000
2001,The Fast and the Furious,domgross,144512310
2001,The Fast and the Furious,intgross,206512310
2001,The Glass House,budget,22000000
2001,The Glass House,domgross,17951431
2001,The Glass House,intgross,22861785
2001,The Legend of Suriyothai,budget,9000000
2001,The Legend of Suriyothai,domgross,454255
2001,The Legend of Suriyothai,intgross,454255
2001,The Lord of the Rings: The Fellowship of the Ring,budget,109000000
2001,The Lord of the Rings: The Fellowship of the Ring,domgross,315544750
2001,The Lord of the Rings: The Fellowship of the Ring,intgross,887217688
2001,The Majestic,budget,72000000
2001,The Majestic,domgross,27796042
2001,The Majestic,intgross,37306334
2001,The One,budget,49000000
2001,The One,domgross,43905746
2001,The One,intgross,43905746
2001,The Others,budget,17000000
2001,The Others,domgross,96522687
2001,The Others,intgross,209947037
2001,The Princess Diaries,budget,30000000
2001,The Princess Diaries,domgross,108244774
2001,The Princess Diaries,intgross,165334774
2001,The Royal Tenenbaums,budget,28000000
2001,The Royal Tenenbaums,domgross,52353636
2001,The Royal Tenenbaums,intgross,71430876
2001,The Wedding Planner,budget,28000000
2001,The Wedding Planner,domgross,60400856
2001,The Wedding Planner,intgross,94728529
2001,Thir13en Ghosts,budget,19000000
2001,Thir13en Ghosts,domgross,41867960
2001,Thir13en Ghosts,intgross,68467960
2001,Training Day,budget,45000000
2001,Training Day,domgross,76261036
2001,Training Day,intgross,104505362
2001,Valentine,budget,10000000
2001,Valentine,domgross,20384136
2001,Valentine,intgross,20384136
2001,Vanilla Sky,budget,70000000
2001,Vanilla Sky,domgross,100614858
2001,Vanilla Sky,intgross,202726605
2001,Zoolander,budget,28000000
2001,Zoolander,domgross,45172250
2001,Zoolander,intgross,60780981
2002,25th Hour,budget,4500000
2002,25th Hour,domgross,13084595
2002,25th Hour,intgross,25344490
2002,28 Days Later...,budget,8000000
2002,28 Days Later...,domgross,45064915
2002,28 Days Later...,intgross,82955633
2002,8 femmes,budget,8000000
2002,8 femmes,domgross,3076425
2002,8 femmes,intgross,42376425
2002,8 Mile,budget,41000000
2002,8 Mile,domgross,116724075
2002,8 Mile,intgross,242924075
2002,About Schmidt,budget,30000000
2002,About Schmidt,domgross,65005217
2002,About Schmidt,intgross,105823486
2002,Adaptation,budget,18500000
2002,Adaptation,domgross,22498520
2002,Adaptation,intgross,22498520
2002,All or Nothing,budget,9000000
2002,All or Nothing,domgross,184255
2002,All or Nothing,intgross,184255
2002,Antwone Fisher,budget,12500000
2002,Antwone Fisher,domgross,21078145
2002,Antwone Fisher,intgross,23367586
2002,Austin Powers in Goldmember,budget,63000000
2002,Austin Powers in Goldmember,domgross,213117789
2002,Austin Powers in Goldmember,intgross,292738626
2002,Bend It Like Beckham,budget,5600000
2002,Bend It Like Beckham,domgross,32543449
2002,Bend It Like Beckham,intgross,76730377
2002,Blade II,budget,54000000
2002,Blade II,domgross,81676888
2002,Blade II,intgross,154338601
2002,Blue Crush,budget,30000000
2002,Blue Crush,domgross,40118420
2002,Blue Crush,intgross,51618420
2002,Cabin Fever,budget,1500000
2002,Cabin Fever,domgross,21158188
2002,Cabin Fever,intgross,30351664
2002,Carrie,budget,30000000
2002,Carrie,domgross,35266619
2002,Carrie,intgross,85001659
2002,Catch Me If You Can,budget,52000000
2002,Catch Me If You Can,domgross,164606800
2002,Catch Me If You Can,intgross,351106800
2002,Chicago,budget,30000000
2002,Chicago,domgross,170687518
2002,Chicago,intgross,307687518
2002,Crossroads,budget,12000000
2002,Crossroads,domgross,37188667
2002,Crossroads,intgross,57000000
2002,Death to Smoochy,budget,50000000
2002,Death to Smoochy,domgross,8355815
2002,Death to Smoochy,intgross,8374062
2002,Die Another Day,budget,142000000
2002,Die Another Day,domgross,160942139
2002,Die Another Day,intgross,431942139
2002,Drumline,budget,20000000
2002,Drumline,domgross,56398162
2002,Drumline,intgross,56398162
2002,Equilibrium,budget,20000000
2002,Equilibrium,domgross,1190018
2002,Equilibrium,intgross,5345869
2002,Far from Heaven,budget,13500000
2002,Far from Heaven,domgross,15901849
2002,Far from Heaven,intgross,29027914
2002,Frida,budget,12000000
2002,Frida,domgross,25885000
2002,Frida,intgross,55710675
2002,Funny Ha Ha,budget,30000
2002,Funny Ha Ha,domgross,77070
2002,Funny Ha Ha,intgross,77070
2002,Gangs of New York,budget,97000000
2002,Gangs of New York,domgross,77730500
2002,Gangs of New York,intgross,190400000
2002,Gerry,budget,7000000
2002,Gerry,domgross,254683
2002,Gerry,intgross,254683
2002,Harry Potter and the Chamber of Secrets,budget,100000000
2002,Harry Potter and the Chamber of Secrets,domgross,261987880
2002,Harry Potter and the Chamber of Secrets,intgross,878979634
2002,High Crimes,budget,42000000
2002,High Crimes,domgross,41543207
2002,High Crimes,intgross,63781100
2002,I Spy,budget,70000000
2002,I Spy,domgross,33561137
2002,I Spy,intgross,60279822
2002,Ice Age,budget,65000000
2002,Ice Age,domgross,176387405
2002,Ice Age,intgross,386116343
2002,Igby Goes Down,budget,9000000
2002,Igby Goes Down,domgross,4777465
2002,Igby Goes Down,intgross,4777465
2002,Insomnia,budget,46000000
2002,Insomnia,domgross,67263182
2002,Insomnia,intgross,113622499
2002,Lilo and Stitch,budget,80000000
2002,Lilo and Stitch,domgross,145771527
2002,Lilo and Stitch,intgross,245800000
2002,Maid in Manhattan,budget,55000000
2002,Maid in Manhattan,domgross,93932896
2002,Maid in Manhattan,intgross,163838217
2002,May,budget,1750000
2002,May,domgross,145540
2002,May,intgross,497339
2002,Men in Black II,budget,140000000
2002,Men in Black II,domgross,190418803
2002,Men in Black II,intgross,441767803
2002,Minority Report,budget,102000000
2002,Minority Report,domgross,132024714
2002,Minority Report,intgross,358824714
2002,Mr Deeds,budget,50000000
2002,Mr Deeds,domgross,126293452
2002,Mr Deeds,intgross,171269535
2002,My Big Fat Greek Wedding,budget,5000000
2002,My Big Fat Greek Wedding,domgross,241438208
2002,My Big Fat Greek Wedding,intgross,352242522
2002,Panic Room,budget,48000000
2002,Panic Room,domgross,95308367
2002,Panic Room,intgross,196308367
2002,Phone Booth,budget,11000000
2002,Phone Booth,domgross,46566212
2002,Phone Booth,intgross,97837138
2002,Queen of the Damned,budget,35000000
2002,Queen of the Damned,domgross,30307804
2002,Queen of the Damned,intgross,30307804
2002,Rabbit-Proof Fence,budget,7000000
2002,Rabbit-Proof Fence,domgross,6199600
2002,Rabbit-Proof Fence,intgross,16866928
2002,Real Women Have Curves,budget,3000000
2002,Real Women Have Curves,domgross,5853194
2002,Real Women Have Curves,intgross,5853194
2002,Red Dragon,budget,78000000
2002,Red Dragon,domgross,92955420
2002,Red Dragon,intgross,206455420
2002,Reign of Fire,budget,60000000
2002,Reign of Fire,domgross,43061982
2002,Reign of Fire,intgross,82150183
2002,Resident Evil,budget,35000000
2002,Resident Evil,domgross,40119709
2002,Resident Evil,intgross,103787401
2002,Scooby-Doo,budget,84000000
2002,Scooby-Doo,domgross,153294164
2002,Scooby-Doo,intgross,276294164
2002,Signs,budget,70702619
2002,Signs,domgross,227965690
2002,Signs,intgross,408265690
2002,Snow Dogs,budget,32000000
2002,Snow Dogs,domgross,81150692
2002,Snow Dogs,intgross,116898028
2002,Solaris,budget,47000000
2002,Solaris,domgross,14970038
2002,Solaris,intgross,14970038
2002,Spider-Man,budget,139000000
2002,Spider-Man,domgross,403706375
2002,Spider-Man,intgross,821565375
2002,Spirit: Stallion of the Cimarron,budget,80000000
2002,Spirit: Stallion of the Cimarron,domgross,73215310
2002,Spirit: Stallion of the Cimarron,intgross,106515310
2002,Spun,budget,4500000
2002,Spun,domgross,410241
2002,Spun,intgross,1022649
2002,Spy Kids 2: Island of Lost Dreams,budget,38000000
2002,Spy Kids 2: Island of Lost Dreams,domgross,85846296
2002,Spy Kids 2: Island of Lost Dreams,intgross,119721296
2002,Star Trek: Nemesis,budget,60000000
2002,Star Trek: Nemesis,domgross,43254409
2002,Star Trek: Nemesis,intgross,67312826
2002,Star Wars: Episode II - Attack of the Clones,budget,115000000
2002,Star Wars: Episode II - Attack of the Clones,domgross,310676740
2002,Star Wars: Episode II - Attack of the Clones,intgross,656695615
2002,The Adventures of Pluto Nash,budget,100000000
2002,The Adventures of Pluto Nash,domgross,4411102
2002,The Adventures of Pluto Nash,intgross,7094995
